"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901681","sulfur compound binding","85/2663","308/21059",1.20047220962041e-12,1.25285645149475e-10,9.87948421314403e-11,"CFH/TKTL1/TENM1/ANOS1/COL23A1/LAMC2/COL11A1/FGFR2/TGFBR3/FGF20/LXN/COL5A3/PTPRC/ADA2/NRP1/RSPO4/LIPG/FGF9/SETD6/SFRP1/PCOLCE/ECM2/VTN/SOD3/MDK/SMOC2/SEMA5A/ACADL/CCN2/PGF/LTBP2/CXCL6/BMP4/FGFRL1/TWSG1/APOE/COL5A1/LGR6/POSTN/ADAMTS8/GPNMB/FGFBP1/FGF7/PCSK6/CCN1/LRTM1/SLIT2/RSPO2/ADAMTS5/ADAMTS3/FSTL1/PCOLCE2/ITGA2/ADAMTS15/FBN1/EVA1C/RSPO1/THBS3/CXCL10/CXCL11/AZU1/NDNF/CD34/LPL/TH/GREM2/SLIT3/NELL2/ADAMTSL5/RTN4RL1/SLIT1/AGRN/SELL/COL25A1/PRELP/ANXA6/GAL3ST4/OGDHL/COL13A1/ECI2/COL11A2/ADGRG1/COLQ/COL28A1/HS3ST5",85
"GO:0046873","metal ion transmembrane transporter activity","113/2663","473/21059",8.86891683625782e-12,8.48459710668665e-10,6.69058638524713e-10,"ABCC8/SLC38A5/KCNG1/SLC18A1/KCNQ1/ATP2B4/SLC9A7/SLC6A15/ASIC4/TRPC5/SLC12A1/CACNG5/ATP12A/KCNN2/CACNA1S/KCNK2/TRPM3/SLC8B1/KCNH4/SLC17A6/ITPR3/SLC8A3/KCND1/MAGT1/TRPA1/KCNN4/SLC17A7/KCNN1/ASIC2/TRPV4/KCNA1/OPRM1/SLC30A3/SLC5A7/GRIN3B/KCNQ4/TRPM6/KCNJ2/KCNS1/SLC10A2/SLC10A3/KCNA5/PKDREJ/HTR1B/SLC9A5/KCNK1/TRPC6/ITGAV/SLC38A4/SLC24A4/CACNA1A/TRPM2/KCNN3/SLC4A10/TRPM8/SLC10A4/SLC39A12/CACNA1C/KCNJ16/CACNA2D1/SLC24A2/ATP2B2/KCNJ15/SLC34A2/SLC13A3/CACHD1/LRRC52/KCNJ3/NIPAL1/SLC6A20/KCNK5/SLC13A4/SLC30A8/KCNV1/SLC18A2/SLC6A5/KCNC2/CATSPER2/SCN11A/KCNAB1/KCNK9/KCNAB3/KCNS3/NIPAL4/CHRNA9/CHRNA7/GRIN1/SCN4B/KCNA3/KCNA2/KCNG2/SLC9A4/KCNE1/SLC9A9/ANXA2/SCN5A/KCNH8/KCNQ3/KCND2/KCNH7/SLC24A3/KCNJ11/SLC24A5/SLC4A5/RYR1/SLC6A9/SLC30A10/SCN8A/ANXA6/GRIN3A/SLC12A8/SLC10A5/SLC5A8",113
"GO:0030020","extracellular matrix structural constituent conferring tensile strength","27/2663","53/21059",1.73248706854819e-11,1.5299193497641e-09,1.20642824206595e-09,"COL23A1/COL11A1/COL5A3/COL4A4/COL19A1/COL16A1/COL1A1/COL12A1/COL7A1/COL5A1/COL4A2/COL2A1/COL6A2/COL8A1/COL1A2/COL4A3/COL24A1/COL8A2/COL4A1/COL25A1/COL13A1/COL4A6/COL11A2/COL5A2/COL6A6/COLQ/COL28A1",27
"GO:0022834","ligand-gated channel activity","51/2663","153/21059",2.44766066960789e-11,2.00708174907847e-09,1.58269787658856e-09,"CFTR/ABCC8/GABRA1/CNGB1/ASIC4/CHRNA3/KCNN2/P2RX5/ITPR3/P2RX6/CHRNA4/GLRA2/TRPA1/SLC1A5/KCNN1/ASIC2/GABRA4/P2RX3/GABRG2/GRIN3B/CHRNB4/CHRNA2/KCNJ2/KCNK1/CLCA2/TRPM2/KCNN3/TRPM8/GLRA3/GABRA6/CHRNA6/HTR3B/GABRA2/GRID2/GRIA4/KCNJ16/GRIA1/KCNJ15/KCNJ3/GABRG1/CHRFAM7A/CNGB3/CHRNA9/CHRNA7/GRIN1/KCNH7/KCNJ11/RYR1/ANXA6/CNGA1/GRIN3A",51
"GO:0030594","neurotransmitter receptor activity","41/2663","110/21059",4.16881884022976e-11,3.19053601905584e-09,2.51591873866498e-09,"GABRA1/ADRB1/CHRNA3/TSPO/CHRNA4/GLRA2/GABRA4/GABRG2/GRIN3B/CHRNB4/CHRNA2/HTR1B/GLRA3/GABRA6/HTR2C/CHRNA6/DRD2/HTR3B/GPR158/DRD3/GABRA2/GRID2/GRIA4/GRM1/GRIA1/HTR5A/GABRG1/HTR4/CHRFAM7A/CHRM1/HTR1E/CHRNA9/CHRNA7/GRIN1/HTR1F/HTR1D/CHRM2/DRD1/CHRM5/HRH1/GRIN3A",41
"GO:0015276","ligand-gated monoatomic ion channel activity","50/2663","152/21059",6.57734991321093e-11,4.71924856272885e-09,3.7213953456325e-09,"CFTR/ABCC8/GABRA1/CNGB1/ASIC4/CHRNA3/KCNN2/P2RX5/ITPR3/P2RX6/CHRNA4/GLRA2/TRPA1/KCNN1/ASIC2/GABRA4/P2RX3/GABRG2/GRIN3B/CHRNB4/CHRNA2/KCNJ2/KCNK1/CLCA2/TRPM2/KCNN3/TRPM8/GLRA3/GABRA6/CHRNA6/HTR3B/GABRA2/GRID2/GRIA4/KCNJ16/GRIA1/KCNJ15/KCNJ3/GABRG1/CHRFAM7A/CNGB3/CHRNA9/CHRNA7/GRIN1/KCNH7/KCNJ11/RYR1/ANXA6/CNGA1/GRIN3A",50
"GO:0019955","cytokine binding","52/2663","163/21059",9.89620472225842e-11,6.68284883597216e-09,5.26980561061439e-09,"CRLF1/IL20RA/CD74/TNFRSF1B/LTBP1/CHRDL2/TNFRSF1A/TGFBR3/IL12RB2/LTBP4/NRP1/PLP2/ENG/IL10RA/ITGA4/IL1R1/IL18R1/GBP1/TGFB3/CCR7/ZFP36/TWSG1/PXDN/IL13RA1/IL6ST/IL11RA/LRRC32/ITGAV/BMPR1B/TNFRSF11A/OSMR/CER1/ITGB1/CD109/KIT/IL6R/PDPN/TGFBR2/IL31RA/GREM1/LTBP3/CX3CR1/IL12A/SOSTDC1/WFIKKN2/NRROS/A2M/GREM2/BGN/NOG/CCR10/ACKR1",52
"GO:0005244","voltage-gated monoatomic ion channel activity","60/2663","214/21059",1.23238878096303e-09,7.44622273971345e-08,5.87176926109808e-08,"ABCC8/KCNG1/KCNQ1/CACNG5/KCNN2/CACNA1S/KCNK2/KCNH4/KCND1/KCNN1/TMEM109/KCNA1/OPRM1/GRIN3B/KCNQ4/KCNJ2/KCNS1/KCNA5/ANO1/HTR1B/KCNK1/ITGAV/CACNA1A/KCNN3/CACNA1C/KCNJ16/CACNA2D1/KCNJ15/CACHD1/CLIC6/LRRC52/KCNJ3/KCNK5/KCNV1/KCNC2/CATSPER2/SCN11A/KCNAB1/KCNK9/CLIC4/KCNAB3/KCNS3/GRIN1/SCN4B/ANO6/KCNA3/KCNA2/KCNG2/KCNE1/SCN5A/KCNH8/KCNQ3/KCND2/KCNH7/KCNJ11/GPR89B/RYR1/SCN8A/GRIN3A/CLIC1",60
"GO:0022832","voltage-gated channel activity","60/2663","214/21059",1.23238878096303e-09,7.44622273971345e-08,5.87176926109808e-08,"ABCC8/KCNG1/KCNQ1/CACNG5/KCNN2/CACNA1S/KCNK2/KCNH4/KCND1/KCNN1/TMEM109/KCNA1/OPRM1/GRIN3B/KCNQ4/KCNJ2/KCNS1/KCNA5/ANO1/HTR1B/KCNK1/ITGAV/CACNA1A/KCNN3/CACNA1C/KCNJ16/CACNA2D1/KCNJ15/CACHD1/CLIC6/LRRC52/KCNJ3/KCNK5/KCNV1/KCNC2/CATSPER2/SCN11A/KCNAB1/KCNK9/CLIC4/KCNAB3/KCNS3/GRIN1/SCN4B/ANO6/KCNA3/KCNA2/KCNG2/KCNE1/SCN5A/KCNH8/KCNQ3/KCND2/KCNH7/KCNJ11/GPR89B/RYR1/SCN8A/GRIN3A/CLIC1",60
"GO:0022843","voltage-gated monoatomic cation channel activity","49/2663","160/21059",1.61958293282448e-09,9.29640603441254e-08,7.33074380120556e-08,"ABCC8/KCNG1/KCNQ1/CACNG5/KCNN2/CACNA1S/KCNK2/KCNH4/KCND1/KCNN1/TMEM109/KCNA1/OPRM1/KCNQ4/KCNJ2/KCNS1/KCNA5/HTR1B/KCNK1/ITGAV/CACNA1A/KCNN3/CACNA1C/KCNJ16/CACNA2D1/KCNJ15/CACHD1/LRRC52/KCNJ3/KCNK5/KCNV1/KCNC2/SCN11A/KCNAB1/KCNK9/KCNAB3/KCNS3/KCNA3/KCNA2/KCNG2/KCNE1/SCN5A/KCNH8/KCNQ3/KCND2/KCNH7/KCNJ11/RYR1/SCN8A",49
"GO:0043236","laminin binding","17/2663","29/21059",5.90483549770486e-09,3.22797673874532e-07,2.54544287119107e-07,"ITGA3/GPC1/NTN4/ITGA6/LGALS1/ADGRG6/NID1/PXDN/LGALS3/SLIT2/ITGB1/ITGA2/SHH/ADAM9/LRRC15/SSC5D/AGRN",17
"GO:0015079","potassium ion transmembrane transporter activity","49/2663","166/21059",6.31460425308396e-09,3.29507531024563e-07,2.59835390318287e-07,"ABCC8/KCNG1/KCNQ1/SLC9A7/SLC12A1/ATP12A/KCNN2/KCNK2/KCNH4/SLC17A6/KCND1/KCNN4/SLC17A7/KCNN1/KCNA1/KCNQ4/KCNJ2/KCNS1/KCNA5/SLC9A5/KCNK1/SLC24A4/KCNN3/KCNJ16/SLC24A2/KCNJ15/LRRC52/KCNJ3/KCNK5/KCNV1/KCNC2/KCNAB1/KCNK9/KCNAB3/KCNS3/KCNA3/KCNA2/KCNG2/SLC9A4/KCNE1/SLC9A9/KCNH8/KCNQ3/KCND2/KCNH7/SLC24A3/KCNJ11/SLC24A5/SLC12A8",49
"GO:0042805","actinin binding","19/2663","37/21059",1.47450685774736e-08,7.35971248997379e-07,5.8035510190514e-07,"PROM1/TRPC5/KCNN2/PDLIM1/MYOT/PDLIM2/PALLD/KCNA5/PDLIM4/RARA/PPARG/CACNA1C/CSRP1/PDLIM5/SYNPO2/CSRP2/PTPRT/PDLIM7/NRAP",19
"GO:0005249","voltage-gated potassium channel activity","35/2663","104/21059",2.37947454102741e-08,1.13818198879145e-06,8.97521098808585e-07,"ABCC8/KCNG1/KCNQ1/KCNN2/KCNK2/KCNH4/KCND1/KCNN1/KCNA1/KCNQ4/KCNJ2/KCNS1/KCNA5/KCNK1/KCNN3/KCNJ16/KCNJ15/LRRC52/KCNJ3/KCNK5/KCNV1/KCNC2/KCNAB1/KCNK9/KCNAB3/KCNS3/KCNA3/KCNA2/KCNG2/KCNE1/KCNH8/KCNQ3/KCND2/KCNH7/KCNJ11",35
"GO:0003779","actin binding","102/2663","475/21059",3.96007870153688e-08,1.81846813974573e-06,1.43396534034599e-06,"BAIAP2L1/SCIN/VCL/CAPG/CTNNA1/LIMA1/CNN2/MYLK/ACTN1/TRPC5/ACTN2/NEBL/TNS1/COBLL1/FXYD5/EZR/SORBS1/MYH9/KLHL4/COBL/ACTR3C/PDLIM1/TRPV4/MLPH/WIPF1/GBP1/CNN3/MYOT/PLS1/PDLIM2/HPCA/CALD1/VASP/FLNC/MYO1B/PALLD/AJUBA/CNN1/ACTN4/EPS8L1/PDLIM4/MYH11/MICAL2/HOOK1/VILL/FLNB/LCP1/DBNL/MYO1G/TMOD1/TLN1/UACA/TMOD3/SHROOM3/FGD4/TPM1/IQGAP1/ESPNL/DAAM2/MSN/SNTG1/TAGLN/ITGB1/KLHL1/ENAH/ADCY8/MYO1E/TMSB15A/WASF2/SHROOM4/TAGLN2/NEXN/PDLIM5/LMOD1/SHROOM1/MYO5B/TPM4/CORO6/FAM107A/ANTXR1/SYNPO/MYOZ2/SYNPO2/SYNE3/MYOZ1/PLEC/CTNNA3/FHL3/ADSS1/GAS2L1/ESPN/PARVB/S100A4/MRTFA/PDLIM7/FLNA/ANXA6/SVIL/PARVA/MYO1C/NRAP/INF2",102
"GO:0005518","collagen binding","32/2663","93/21059",5.16629260576684e-08,2.28111688900782e-06,1.79879013804027e-06,"ITGA3/MRC2/CD44/USH2A/COL5A3/NID2/PDGFB/PCOLCE/ECM2/VTN/VWF/ADGRG6/LOX/SPARC/NID1/TGFBI/ITGA11/COL6A2/HSPG2/SERPINH1/ITGB1/SPARCL1/DDR2/PCOLCE2/ITGA2/ADAM9/ANTXR1/LRRC15/PODN/CCBE1/PDGFA/ADGRG1",32
"GO:0008083","growth factor activity","47/2663","167/21059",6.50546106714626e-08,2.76602566854959e-06,2.18116823303929e-06,"HGF/FGF20/TGFB2/ADA2/IL11/PDGFB/TIMP1/FGF9/AMH/TGFB1/OGN/CXCL12/MDK/BMP5/EFEMP1/PGF/TGFB3/INHBA/EREG/BMP4/BMP2/LIF/GDF15/IL6/FGF5/INHBE/FGF7/LEFTY2/GDF7/PDGFC/BMP3/BMP6/FGF18/GDF6/BMP1/GDNF/IL12A/BTC/INHBC/CLCF1/BDNF/EPGN/MACC1/NTF3/NRG3/PDGFA/GDF10",47
"GO:0017147","Wnt-protein binding","17/2663","33/21059",8.03035819844032e-08,3.29244686136053e-06,2.59628122205213e-06,"MUSK/SFRP1/SFRP4/FZD10/WLS/NID1/SFRP5/APCDD1/FZD7/FRZB/FZD5/CTHRC1/ROR2/TRABD2A/FZD9/APCDD1L/TRABD2B",17
"GO:0098960","postsynaptic neurotransmitter receptor activity","29/2663","83/21059",1.47612049284678e-07,5.84340112340724e-06,4.6078534440952e-06,"GABRA1/ADRB1/CHRNA3/CHRNA4/GLRA2/GABRA4/GABRG2/GRIN3B/CHRNB4/CHRNA2/GLRA3/GABRA6/CHRNA6/DRD2/HTR3B/DRD3/GABRA2/GRID2/GRIA4/GRM1/GRIA1/CHRFAM7A/CHRM1/CHRNA9/CHRNA7/CHRM2/DRD1/CHRM5/GRIN3A",29
"GO:0019199","transmembrane receptor protein kinase activity","30/2663","88/21059",1.69057384481334e-07,6.46926257948571e-06,5.1013807246999e-06,"MUSK/LTBP1/TIE1/FGFR2/TGFBR3/EPHA8/EPHA6/LTBP4/NRP1/EPHB6/ENG/ACVR2B/EFEMP1/FLT3/ACVR1C/FGFRL1/KDR/EPHB2/EPHA7/BMPR1B/ERBB2/EPHA5/MERTK/KIT/DDR2/TGFBR2/RET/AXL/ROR2/SOSTDC1",30
"GO:0098632","cell-cell adhesion mediator activity","22/2663","54/21059",2.14394233631959e-07,7.93950258740288e-06,6.2607484184545e-06,"BAIAP2L1/CNTN1/DSG2/DSP/PDLIM1/KRT18/CNN3/CDC42EP1/PALLD/CNTN6/ANXA1/TMOD3/CNTN4/NEXN/PDLIM5/S100A11/STXBP6/DSCAM/ANXA2/CNTN2/GLDN/PLXNB3",22
"GO:0043394","proteoglycan binding","18/2663","39/21059",2.85674014793786e-07,1.02485552807271e-05,8.08156752377158e-06,"CFH/TNC/FGF20/COL5A3/PTPRC/ADA2/SEMA5A/NID1/APOE/COL5A1/GPNMB/COL2A1/SLIT2/ITGA2/AZU1/LPL/SLIT1/AGRN",18
"GO:0098631","cell adhesion mediator activity","26/2663","73/21059",4.1758466618321e-07,1.45268847508583e-05,1.14552731393161e-05,"BAIAP2L1/CNTN1/DSG2/DSP/PDLIM1/KRT18/CNN3/CDC42EP1/PALLD/CNTN6/ANXA1/ITGA11/EMILIN1/TMOD3/CNTN4/ITGB1/NEXN/PDLIM5/S100A11/ITGA2/STXBP6/DSCAM/ANXA2/CNTN2/GLDN/PLXNB3",26
"GO:0051393","alpha-actinin binding","15/2663","29/21059",4.39673354847477e-07,1.48454415107324e-05,1.17064732250412e-05,"KCNN2/PDLIM1/MYOT/PDLIM2/PALLD/KCNA5/PDLIM4/RARA/PPARG/CACNA1C/PDLIM5/SYNPO2/PTPRT/PDLIM7/NRAP",15
"GO:0005319","lipid transporter activity","49/2663","190/21059",6.3672180933438e-07,2.08844753461677e-05,1.64685941662426e-05,"ABCB4/ABCA7/OSBPL3/SLCO1A2/ABCB1/CETP/TSPO/SLCO4A1/ABCD1/ATP8B4/ABCC3/SLCO1B3/SLC27A6/PLSCR4/ATP10B/ATP8A1/SLC10A2/SLC10A3/APOL3/APOE/TTPA/STRA6/RBP4/MTTP/SLCO1C1/ESYT1/SLC27A2/ABCA8/SLC10A4/SLC22A8/ANO4/ABCA10/ABCG1/FABP5/FABP4/STARD5/ABCG4/ABCD2/SLCO2A1/ANO6/ABCA13/PLSCR1/APOD/SLC22A6/ABCA4/ATP10A/PLSCR5/SLC10A5/SLC5A8",49
